Codigo,Descripcion,presentacion,Rubro,Observaciones,Numero_Ingredientes,Ingredient 1,Ingredient 2,Ingredient 3,Ingredient 4,Ingredient 5,Ingredient 6,Ingredient 7,Ingredient 8,Ingredient 9,Ingredient 10,Ingredient 11,Ingredient 12,Ingredient 13,Ingredient 14,Ingredient 15,Ingredient 16,Ingredient 17,Ingredient 18,Ingredient 19,Ingredient 20,Ingredient 21,Ingredient 22,Ingredient 23,Ingredient 24,Ingredient 25,Ingredient 26,Ingredient 27,Ingredient 28,Ingredient 29,Ingredient 30,Ingredient 31,Ingredient 32,Ingredient 33,Ingredient 34,Ingredient 35,Ingredient 36,Ingredient 37,Ingredient 38,Ingredient 39,Ingredient 40,Ingredient 41,Ingredient 42,Ingredient 43,Ingredient 44,Ingredient 45,Ingredient 46,Ingredient 47,Ingredient 48,Ingredient 49,Ingredient 50,Ingredient 51,Ingredient 52,Ingredient 53,Ingredient 54,Ingredient 55,Ingredient 56,,,,,
7798307800029,Natural aloe shampoo control caída,360ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,22,Aloe barbadensis Leaf Extract,Deionized Water,SODIUM LAURETH SULFATE,Cocamidopropyl betaine,cocamide DEA,Coco Glucoside,Glyceryl Oleate,Polyquaternium 7,PROPYLENE GLYCOOL,Urtica dioica extract,PEG-120 METHYL GLUCOSE DIOLEATE,Glycol Distearate,Laureth-10,DMDM HYDANTOIN,FRAGRANCE,EDTA,Diazolidinyl urea,Iodopropynyl Butylcarbamate,BENZOPHENONE-4,BENZYL ALCOHOL,COUMARIN,Panthenol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779872,Naturalú espuma de limpieza facial,160ml,Cuidado personal;Cuidado facial;limpieza facial,,10,Water,Glycerin,Cocamidopropyl Betaine,Hamamelis Virginiana Extract,Tremella Fuciformis (Mushroom) Extract,Tensioactivo SCI,Tocopherol,Centella Asiatic Extract,Sodium Benzoate,Potassium Sorbate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779873,Sri sri sudanta pasta dental ayurvedica,200gr,Cuidado Personal;Cuidado Oral;Crema Dental,,21,Calcium carbonate,aqua,SORBITOL,glycerine,sodium laureth sulfate,Cellulose Gum,Coco Glucoside,Disodium Pyrophosphate,Sodium Benzoate,Flavor (Aroma),aceite esencial,Potassium nitrate,Cinnamomum Camphora Linalloliferum (Ho Wood) Leaf Oil,CITRIC ACID,Sodium Saccharin,Piper Nigrum Oil,syzygium aromaticum,Menthol,xanthan gum,iron oxide,cinnamomum zeylanicum leaf oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779874,NEUTROGENA HYDRO BOOST,50gr,Cuidado personal;Cuidado facial;Hidratantes,,19,Aqua,Dimethicone,Glycerin,DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER,Phenoxyethanol,Polyacrylamide,Cetearyl Olivate,Dimethiconol,Sorbitan Olivate,C13-14 Isoparaffin,,Chlorphenesin,Carbomer,Sodium Hyaluronate,Laureth-7,Ethylhexylglycerin,Parfum,C12-14 Pareth-12,Sodium Hydroxide,CI 42090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779875,Naturalfro acondicionador en crema,250ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,,5,Agua destilada,aceite de coco neutro,Aceite de Argania spinosa,Simmondsia Chinensis seed oil,Prunus Amygdalus Dulcis Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779876,Bunnybox crema energizante,200gr,Cuidado personal;Cuidado facial;Hidratantes,,4,SODIUM COCOATE,PRUNUS AMYGDALUS DULCIS OIL,butyrospermum parkii butter,Tocopherol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779877,Bunnybox serum nocturno,10ml,Cuidado personal;Cuidado facial;Hidratantes,,5,simmondsia chinensis seed oil,Vitis Vinifera Seed Oil,Rosa Moschata Seed Oil,CITRUS AURANTIUM DULCIS OIL,tocopheryl acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779878,Bunnybox manteca de karité,30gr,Cuidado personal;Cuidado facial;Hidratantes,,1,butyrospermum parkii butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779879,Bunnybox polvo facial tanslucido,11gr,Cuidado personal;Cuidado facial;Antiacné,,3,ZEA MAYS STARCH,theobroma cacao seed butter,zinc oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779880,Bunnybox agua de rosasal,125ml,Cuidado personal;Cuidado facial;Hidratantes,,3,ROSA DAMASCENA FLOWER EXTRACT,Chamomilla recutita extract,Lavandula hybrida Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779881,Mies champú sólido argan,75gr,Cuidado Personal;Cuidado del Cabello;Shampoo,,15,SODIUM LAURYL SULFATE,sodium cocoate,aqua,sucrose,alcohol,sodium castorate,stearic acid,glyceryl stearate,fragrance,Argania Spinosa Kernel Oil,CI 19140,CI 42090,BENZYL BENZOATE,LIMONENE,Butylphenyl Methylpropional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779882,Mies champú sólido medusa,75gr,Cuidado Personal;Cuidado del Cabello;Shampoo,,17,SODIUM LAURYL SULFATE,sodium cocoate,aqua,sucrose,alcohol,sodium castorate,stearic acid,,fragrance,Hexyl cinnamal,geraniol,Buthylphenyl Methylpropional,limonene,linalool,Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde,,BENZYL SALICYLATE,Cocamidopropyl betaine,CI 45430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779883,Mies acondicionador sólido cocoo,55gr,Cuidado Personal;Cuidado del Cabello;Acondicionador,,7,Cetyl Alcohol,Cetrimonium Chloride,Aloe Barbadensis Leaf Extract,Cocos Nucifera Oil / Coconut Oil,fragrance,benzyl alcohol,coumarin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779884,Cuidado integral vegano pasta dental,60gr,Cuidado Personal;Cuidado Oral;Crema Dental,,13,water,glycerin,calcium carbonate,kaolin,Xylitol,coco glucoside,xanthan gum,menthol,sodium benzoate,potassium sorbate,Salvia officinalis Leaf Extract,Aceite esencial de Eucalipto,Mentha Piperita (Peppermint) Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779885,Cuidado integral vegano Crema facial de día Piel mixta,30gr,Cuidado Personal;Cuidado Facial;Hidratantes,,19,Water,CITRUS AURANTIUM DULCIS OIL,Cetearyl Olivate,Sorbitan Olivate,Vitis Vinifera Seed Oil,Simmondsia Chinensis Seed Oil,Sesamum Indicum (Sesame) Seed Oil,Glycerin,Butyrospermum Parkii Butter,Rosa Canina Fruit Oil,Tocopheryl Acetate,Lavandula officinalis (lavanda/lavender) flower oil,CYMBOPOGON MARTINI OIL,Benzyl Alcohol,Salicylic Acid,Sorbic Acid,Citric Acid,Sodium Citrate,Sodium Bicarbonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779886,Cuidado integral vegano Crema facial de día piel normal y seca,30gr,Cuidado Personal;Cuidado Facial;Hidratantes,,18,Water,Vitis Vinifera Seed Oil,Cetearyl Olivate,Sorbitan Olivate,Persea Gratissima Oil,Simmondsia Chinensis Seed Oil,Prunus Amygdalus Dulcis Oil,Butyrospermum Parkii Butter,Glycerin,Tocopheryl Acetate,Rosa Canina Fruit Oil,Lavandula officinalis (lavanda/lavender) flower oil,Benzyl Alcohol,Salicylic Acid,Sorbic Acid,Citric Acid,Sodium Citrate,Sodium Bicarbonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779887,Cuidado integral vegano Cremigel facial de día Piel grasa,30gr,Cuidado Personal;Cuidado Facial;Hidratantes,,17,Water,Hamamelis Virginiana Extract,Cetearyl Olivate,Sorbitan Olivate,Simmondsia Chinensis Seed Oil,Salvia Hispanica Seed Oil,Rosa Canina Fruit Oil,Glycerin,Tocopheryl Acetate,Xanthan Gum,Lavandula officinalis (lavanda/lavender) flower oil,Melaleuca alternifolia (Tea Tree) leaf oil,pelargonium graveolens oil,Sodium Citrate,Benzyl Alcohol,Salicylic Acid,Sorbic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779888,Cuidado integral vegano Crema facial de Noche Antiage,30gr,Cuidado Personal;Cuidado Facial;Hidratantes,,18,Water,Cetearyl Olivate,Sorbitan Olivate,Vitis Vinifera Seed Oil,Glycerin,Rosa Canina Fruit Oil,Argania Spinosa Kernel Oil,Butyrospermum Parkii Butter,Simmondsia Chinensis Seed Oil,Tocopheryl Acetate,Persea Gratissima Oil,Lavandula officinalis (lavanda/lavender) flower oil,Benzyl Alcohol,Salicylic Acid,Sorbic Acid,Citric Acid,Sodium Citrate,Sodium Bicarbonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779889,The mash store crema de día,30gr,Cuidado Personal;Cuidado Facial;Hidratantes,,18,Aqua,Glycerin,Prunus Amygdalus Dulcis Oil,Cetearyl Olivate,Sorbitan Olivate,Hydrogenated Olive Oil,OLEA EUROPAEA (OLIVE) FRUIT OIL,,Maltodextrin,Punica Granatum Extract,Sodium Ascorbyl Phosphate,Sodium levulinate,Potassium sorbate,Aqua,Phenoxyethanol,Ethylhexylglycerin,Sodium Hyaluronate,Citric Acid,Fragance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779890,Bagovit Shampoo Color Radiante,350ml,Cuidado Personal;Cuidado Facial;Hidratantes,,29,water,SODIUM LAURETH SULFATE,Cocamidopropyl Betaine,glycol distearate,Laureth-4,Glyceryl Oleate,Amodimethicone Morpholinomethyl Silsesquioxane,glycerin,Trideceth-5,cocamide DEA,SODIUM CHLORIDE,SODIUM LAURYL SULFATE,FRAGRANCE,GUAR HYDROXYPROPYL TRIMONIUM CHLORIDE,,DMDM Hydantoin,Methylchloroisothiazolinone,tetrasodium EDTA,CITRIC ACID,Hydrolised Wheat Protein,LIMONENE,LINALOOL,BENZYL SALICYLATE,HEXYL CINNAMAL,Retinyl Palmitate,Hydrolyzed Corn Protein,LYCIUM BARBARUM FRUIT EXTRACT,POLYQUATERNIUM-6,hydrolized soy protein,CI 16035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779891,Botanika desodorante con pura rosa mosqueta,60ml,Cuidado Personal;Cuidado Corporal;Desodorantes,,11,water,alcohol,glycerin,Hydroxyethylcellulose,Rosa Canina Fruit Oil,fragance,PEG/PPG-22/23 Dimethicone,polysorbate 20,POLYGLYCERYL-3 CAPRATE,Benzalkonium chloride,Ethylhexylglycerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736684288822,SHAMPOO SÓLIDO SENTIDA BÓTANICA CABELLO EQUILIBRADO,100GR,Cuidado Personal;Cuidado del Cabello;Shampoo,,10,Sodium Cocoyl Isethionate,WATER,COCOS NUCIFERA OIL,Butyrospermum Parkii Butter,PARFUM,benzyl alcohol,BENZOIC ACID,COUMARIN,BENZYL BENZOATE,Tocopheryl Acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7798151507136,BIO BALANCE SHAMPOO RULOS,500ML,Cuidado Personal;Cuidado del Cabello;Shampoo,,11,AQUA,Cocamidopropyl betaine,disodium laureth sulfosuccinate,PEG-150 Distearate,sodium benzoate,Gluconolactone,calcium gluconate,fragrance,stevia rebaudiana,hidrolyzed rice protein,citric acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779894,Natura máscara para pestañas,8ML,Cuidado personal;Protección Femenina;Protectores diarios,,20,AQUA,CI 77499,Sorbitan Olivate,STEARIC ACID,Oryza Sativa Extract,Copernicia Cerifera Cera,PVP VA Copolymer,GLYCERIN,Hydroxyethylcellulose,Phenoxyethanol,SORBITOL,Aminomethyl propanol,TOCOPHEROL,BIS-AMINOPROPYL DIMETHICONE,PPG-17/IPDI/DMPA COPOLYMER,PANTHENOL,Isopropyl Myristate,CAPRYLIC/CAPRIC TRIGLYCERIDE,iodopropynyl butylcarbamate,bambusa arundinacea stem extract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779895,Natura caneta delineadora,1ml,Cuidado personal;Protección Femenina;Protectores diarios,,13,AQUA,butylene glycol,CI 77266,Styrene/Acrylates Copolymer,PEG-60 Hydrogenated Castor Oil,Phenoxyethanol,coco glucoside,potassium sorbate,citric acid,SODIUM LAURETH SULFATE,sodium benzoate,Ammonium hydroxide,iodopropynyl butylcarbamate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779896,Natura Faces lápiz labial batom cremoso,3gr,Cuidado Personal;Cosmeticos;Labiales,,16,Ricinus Communis Seed Oil,CAPRYLIC/CAPRIC TRIGLYCERIDE,ISONONYL ISONONANOATE,Bis-Diglyceryl Polyacyladipate-2,POLYETHYLENE,Synthetic Beeswax,TALC,Oryza Sativa Extract,POLYGLYCERYL-4 ISOSTEARATE,SILICA,diisostearyl malate,Lecithin,glyceryl stearate,ASCORBYL PALMITATE,glyceryl oleate,citric acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779897,Natura Faces lápiz labial matte,3gr,Cuidado Personal;Cosmeticos;Labiales,,35,CYCLOPENTASILOXANE,TRIISOSTEARYL CITRATE,TRIMETHYLSILOXYSILICATE,BORON NITRIDE,SILICA DIMETHYL SILYLATE,POLYETHYLENE,DISTEARDIMONIUM HECTORITE,DIMETHICONE CROSSPOLYMER,AROMA,TOCOPHERYL ACETATE,ELAEIS GUINEENSIS OIL,DICAPRYLYL CARBONATE,ETHYLHEXYLGLYCERIN,PASSIFLORA EDULIS SEED OIL/PALM OIL AMINOPROPANEDIOL ESTERS,1,2-HEXANEDIOL,CAPRYLYL GLYCOL,PROPYLENE CARBONATE,BHT,COFFEA ROBUSTA SEED EXTRACT,SOLANUM LYCOPERSICUM FRUIT/LEAF/STEM EXTRACT,TOCOPHEROL,TBHQ,CITRIC ACID,AQUA. PODE CONTETER/ PUEDE CONTENER: CI 77891,CI 77491,CI 15850,CI 45410,ALUMINUM HYDROXIDE,CI 77499,CI 77492,CI 17200,CI 19140,ALUMINA,GLYCERIN,,,,,,,,,,,,,,,,,,,,,,,,,,
7908240866888,Natura faces corrector,10gr,Cuidado personal;Protección Femenina;Protectores diarios,,25,AQUA,CYCLOPENTASILOXANE,ISOPROPYL STEARATE,SYNTHETIC BEESWAX,CETYL PEG/PPG-10/1 DIMETHICONE,BIS-DIGLYCERYL POLYACYLADIPATE-2,SILICA,OCTYLDODECANOL,SORBITAN OLIVATE,MAGNESIUM ALUMINUM SILICATE,PHENOXYETHANOL,TOCOPHERYL ACETATE,SODIUM BORATE,ALUMINA,DISTEARDIMONIUM HECTORITE,XANTHAN GUM,CHLORPHENESIN,GLYCERYL DIPALMITATE,CAPRYLYL GLYCOL,GLYCERYL PALMITATE,GLYCERIN,GLYCERYL DISTEARATE,GLYCERYL STEARATE,PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE,PROPYLENE CARBONATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779899,Natura base matte,30ml,Cuidado personal;Protección Femenina;Protectores diarios,,33,AQUA,CYCLOPENTASILOXANE,ISOAMYLCOCOATE,SILICA,ETHYLHEXYLMETHOXYCINNAMATE,CETYLPEG/PPG-10/1DIMETHICONE,PROPANEDIOL,POLYGLYCERYL-2TRIISOSTEARATE,DIETHYLAMINOHYDROXYBENZOYLHEXYLBENZOATE,ACRYLATESCOPOLYMER,SILICADIMETHYLSILYLATE,ORBIGNYAPHALERATASEEDPOWDER,DIMETHICONECROSSPOLYMER,PHENOXYETHANOL,MAGNESIUMSULFATE,DISTEARDIMONIUMHECTORITE,ISOPROPYLTITANIUMTRIISOSTEARATE,PARFUM,TOCOPHERYLACETATE,CHLORPHENESIN,CAPRYLYLGLYCOL,NIACINAMIDE,PANTHENOL,PYRIDOXINEHCL,DISODIUMEDTA,ALLANTOIN,GLYCERIN,HYDROLYZEDYEASTPROTEIN,PROPYLENECARBONATE,THREONINE,BHT,BIOTIN,PENTAERYTHRITYLTETRA-DI-T-BUTYLHYDROXYHYDROCINNAMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779900,Casa nera agua micelar fórmula 10,200ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,,11,WATER,Glycerin,Disodium Cocoamphodiacetate,Chamomilla recutita extract,decyl glucoside,ILEX PARAGUARIENSIS LEAF EXTRACT,Aloe barbadensis Leaf Extract,SODIUM HYALURONATE,Phenoxyethanol,Ethylhexylglycerin,CITRIC ACID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779901,Rosehip contorno de ojos concentrado,30ml,Cuidado personal;Cuidado facial;antiarrugas,,20,Water,C14-22 Alcohols,C12-20 Alkyl Glucoside,C15-19 Alkane,Isopropyl palmitate,Isostearyl Isostearate,Octyldodecanol,Octyldodecyl Myristate,Cetyl alcohol,Simmondsia Chinensis seed oil,GINKGO BILOBA LEAF EXTRACT,Triethyl citrate,Xanthan Gum,ERYTHRITOL,,Siloxanetriol Alginate,Caffeine,Hyaluronic acid,Caprylhydroxamic Acid,"1,2-Hexanediol",Propanediol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337872410949,LA ROCHE POSAY Pincel Corrector La Roche Posay Toleriane Pinceau,10gr,Cuidado personal;Protección Femenina;Protectores diarios,,18,Aqua,Cyclopentasiloxane,DIMETHICONE,glycerin,POLYGLYCERYL-4 ISOSTEARATE,pentylene glycol,CETYL PEG/PPG-10/1 DIMETHICONE,,hexyl laurate,Magnesium Sulfate,Disteardimonium Hectorite,Glycol Stearate,Ethylhexylglycerin,Trihydroxystearin,Cellulose Gum,silica,ACRYLATES COPOLYMER,DISODIUM STEAROYL GLUTAMATE,ALUMINUM HYDROXIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600521649558,L´Oreal Corrector iluminador accord parfait,10gr,Cuidado personal;Protección Femenina;Protectores diarios,,24,ACRYLATES COPOLYMER,ALUMINUM HYDROXIDE,AQUA / WATER,BUTYLPARABEN,CI 77491,CI 77492,CYCLOPENTASILOXANE,DISODIUM STEAROYL GLUTAMATE,DISTEARDIMONIUM HECTORITE,HYDROGENATED POLYISOBUTENE,MAGNESIUM ASCORBYL PHOSPHATE,MAGNESIUM SULFATE,METHYLPARABEN,MICA,OZOKERITE,PHENOXYETHANOL,SILICA,SODIUM DEXTRAN SULFATE,SORBITAN ISOSTEARATE,TITANIUM DIOXIDE,ALUMINA,Calcium Pantothenate,CI 77499,Propylene Glycol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7795513060285,"Frenzzi Cascada de Proteínas con Soja, Lino y Arroz",125ml,Cuidado Personal;Cuidado del Cabello;Tratamiento Capilar,,15,Water,Cetrimonium chloride,Hydrolyzed rice protein,Tea salicylate,hydrolized soy protein,Dehydroacetic acid,benzyl alcohol,ethylhexylglycerin,tocopheryl acetate,,Polyquaternium-10,Fragrance,Hidrolyzed linseed extract,Chamomilla recutita extract,Vainilla Planifolia,Tetrasodium edta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7798273660313,BEL-LAB MASCARA CAPILAR,120cc,Cuidado Personal;Cuidado del Cabello;Tratamiento Capilar,,38,water,Cetrimonium chloride,cetearyl alcohol,cetyl alcohol,kaolin,argania spinosa kernel oil,Phenoxyethanol,Ethylhexylglycerin,GLYCINE SOJA OIL/ SOYBEAN OIL,Arginine,cysteine,Propylene Glycol,hammamelis virginiana extract,Aloe barbadensis Leaf Extract,Arnica Montana Flower Extract,Calendula Officinalis Flower Extract,Aesculus Hippocastanum Extract,Centella Asiatica Flower/Leaf/Stem Extract,JUNIPERUS COMMUNIS FRUIT EXTRACT,Santalum álbum,Lavandula officinalis (lavanda/lavender) flower oil,Matricaria chamomilla extract,Salvia Officinalis Flower/Leaf/Stem Water,rosa canina fruit extract,Capsicum Annuum Extract,Echinacea Purpurea Extract,MENTHA PIPERITA (PEPPERMINT) OIL,Citrus Aurantifolia Fruit Extract,Urtica dioica extract,Thymus vulgaris (tomillo/thyme) extract,Prunus Amygdalus Dulcis (Sweet Almond) Oil,simmondsia chinensis seed oil,cocos nucifera oil,Macadamia Ternifolia Seed Oil,melia azadirachta seed oil,PERSEA GRATISSIMA OIL,Melaleuca alternifolia oil,Butyrospermum Parkii (Shea Butter),,,,,,,,,,,,,,,,,,,,,,,
779906,ACF dadatina contorno de ojos,15gr,Cuidado personal;Cuidado facial;antiarrugas,,28,water,cetearyl alcohol,ceteareth-20,NEOPENTYL GLYCOL DIEPTANOATE,glycerin,butylene glycol,carbomer,polysorbate 20,palmitoyl tripeptide 1,palmitoyl tetrapeptide-7,cyclomethicone,polyacrylamide,C13-14 isoparaffin,laureth-7,cyclomethicone,dimethicone crosspolymer,caffeine,phenoxyethanol,ethylhexylglycerin,Glycyrrhiza Glabra Root Extract,vitis vinifera seed oil,dimethicone,cetyl alcohol,octyldodecanol,argania spinosa kernel oil,tocopheryl acetate,disodium edta,sodium hydroxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7705946300049,Fauno agua micelar extracto de pepino,,Cuidado Personal;Cuidado Facial;Limpieza Facial,,18,Aloe barbadensis Leaf Extract,calendula officinalis flower extract,CHAMOMILLA RECUTITA FLOWER EXTRACT,CITRIC ACID,Cucumis Sativus Fruit Extract,DECYL GLUCOSIDE,EDTA,ETHYLHEXYLGLYCERIN,,PANTHENOL,PARFUM,PEG-40 HYDROGENATED CASTOR OIL,PEG-7 Glyceryl Cocoate,PHENOXYETHANOL,PROPYLENE GLYCOL,ROSA CENTIFOLIA FLOWER WATER,SALVIA OFFICINALIS FLOWER/LEAF/STEM EXTRACT,TOCOPHERYL ACETATE,WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7891010253899,Neutrogena Body care Intensive,400ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,17,Aqua,Glycerin,Distearyldimonium Chloride,Paraffinum Liquidum,Cetyl Alcohol,Isopropyl Palmitate,Paraffin,Benzyl Alcohol,Dimethicone,Parfum,Titanium Dioxide,Panthenol,Sodium Chloride,Tocopheryl Acetate,Citronellol,Coumarin,Limonene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779909,SENTIDA BOTÁNICA JABÓN VEGETAL LÍNEA ESENCIAL,100gr,Cuidado Personal;Cuidado Corporal;Jabones,,24,SODIUM STEARATE,SODIUM OLEATE,SODIUM LINOLEATE,SODIUM LAURATE,SODIUM CAPRYLATE,COCOS NUCIFERA OIL,DISODIUM EDTA,GLYCERIN,ALCOHOL,FRAGANCE,BENZYL BENZOATE,BENZYL SALICYALTE,HYDROXYCITRONELLAL,AMYL CINNAMAL,LINALOOL,D-LIMONENE,HEXYL CINNAMAL,CITRAL,SODIUM MYRISTATE,BUTYLPHENYL METHYLPROPIONAL,COUMARIN,TITANIUM DIOXIDE,BUTIL HIDROXYTOLUOL,FRAGANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77981112110202,ACF crema facial defnesa am/pm,50gr,Cuidado personal;Cuidado facial;Hidratantes,,22,water,caprylic/capric triglyceride,cyclomethicone,glycerin,cyclopentasiloxane,dimethicone crosspolymer,camellia sinensis leaf extract,polyacrylate-13,HYDROGENATED POLYISOBUTENE,polysorbate 20,argania spinosa kernel oil,olea europaea fruit oil,prunus amygdalus dulcis oil,helianthus annus seed oil,zea mays oil,phenoxyethanol,ethylhexylglycerin,,tocopheryl acetate,acrylates/C10-30 alkyl acrylate crosspolymer,disodium EDTA,sodium hidroxide,sodium hyaluronate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779911,Rosehip Serum humectante con vitamina,30cc,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,23,Water,Sodium Ascorbyl Phosphate,Xanthan gum,Glycerin,Maltodextrin,Calcium pantothenate,Urea,Caprylyl glycol,Alanine,Serine,Magnesium lactate,Potassium lactate,Magnesium chloride,Sodium citrate,Papain,Ethylhexylglycerin,Aloe barbadensis leaf juice,Caprylhydroxamic Acid,"1,2-hexanediol",Propanediol,Citrus aurantium dulcis oil,Gluconolactone,Sodium Benzoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779912,Rosehip Serum seborregulador y protector,30cc,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,10,Water,Niacinamide,Xanthan gum,Glycerin,Camellia sinensis leaf extract,Salix Alba Bark extract,Lactococcus Ferment Lysate,Caprylhydroxamic Acid,"1,2-Hexanediol",Propanediol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779913,Rosehip Tónico Facial,100cc,Cuidado personal;Cuidado facial;Hidratantes,,9,Water,Glycerin,LAVANDULA ANGUSTIFOLIA OIL,Chamomilla recutita flower extract,Calendula officinalis flower extract,Arnica montana flower extract,Caprylhydroxamic acid,"1,2-Hexanediol",Propanediol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779914,Rosehip gel de limpieza facial,125cc,Cuidado Personal;Cuidado Facial;Limpieza Facial,,19,Water,decyl glucoside,lauryl glucoside,glycerin,coco glucoside,glyceryl oleate,niacinamide,prunus amygdalus dulcis oil,Camellia sinensis leaf extract,Salix Alba Bark Extract,citric acid,Lactic acid,Glycolic acid,Tartaric acid,Xanthan gum,dehydroacetic acid,benzyl alcohol,ethylhexylglycerin,tocopheryl acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779915,Rosehip Máscara facial humectante suavidad y luminosidad instantanea,50cc,Cuidado personal;Cuidado facial;Hidratantes,,29,water,C14-22 Alcohols,C12-20 Alkyl Glucoside,C15-19 Alkane,Isopropyl palmitate,Isostearyl Isostearate,Octyldodecanol,Octyldodecyl Myristate,Cetyl alcohol,Vitis vinifera seed oil,Xanthan Gum,Caprylhydroxamic Acid,"1,2-Hexanediol",Propanediol,Vaccinium myrtillus fruit extract,Phenoxyethanol,Caprylyl Glycol,Hydrolyzed Wheat Protein,  Hydrolyzed Soy Protein,Pectin,Arginine,Proline,Serine,Butylene Glycol, Glucose,Chondrus Crispus Extract,  Tocopherol,Ethylhexylglycerin,ERYTHRITOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
