Codigo,Descripcion,presentacion,Rubro,Observaciones,Numero_Ingredientes,Ingredient 1,Ingredient 2,Ingredient 3,Ingredient 4,Ingredient 5,Ingredient 6,Ingredient 7,Ingredient 8,Ingredient 9,Ingredient 10,Ingredient 11,Ingredient 12,Ingredient 13,Ingredient 14,Ingredient 15,Ingredient 16,Ingredient 17,Ingredient 18,Ingredient 19,Ingredient 20,Ingredient 21,Ingredient 22,Ingredient 23,Ingredient 24,Ingredient 25,Ingredient 26,Ingredient 27,Ingredient 28,Ingredient 29,Ingredient 30,Ingredient 31,Ingredient 32,Ingredient 33,Ingredient 34,Ingredient 35,Ingredient 36,Ingredient 37,Ingredient 38,Ingredient 39,Ingredient 40,Ingredient 41,Ingredient 42,Ingredient 43,Ingredient 44,Ingredient 45,Ingredient 46,Ingredient 47,Ingredient 48,Ingredient 49,Ingredient 50,Ingredient 51,Ingredient 52,Ingredient 53,Ingredient 54,Ingredient 55,Ingredient 56,,,,,
3600542024228,Garnier Fructis Champú Fortificador,360,Cuidado Personal;Cuidado del Cabello;Shampoo,,39,AQUA / WATER,SODIUM LAURETH SULFATE,CITRIC ACID,COCAMIDOPROPYL BETAINE,GLYCOL DISTEARATE,AMMONIUM HYDROXIDE,NIACINAMIDE,COCO-BETAINE,SACCHARUM OFFICINARUM EXTRACT / SUGAR CANE EXTRACT,COCOS NUCIFERA FRUIT JUICE / COCONUT FRUIT JUICE,CUCUMIS SATIVUS FRUIT EXTRACT / CUCUMBER FRUIT EXTRACT,SODIUM CHLORIDE,SODIUM BENZOATE,SODIUM ACETATE,HYDROXYPROPYLTRIMONIUM LEMON PROTEIN,SODIUM HYDROXIDE,PHENOXYETHANOL,PPG-5-CETETH-20,PEG-55 PROPYLENE GLYCOL OLEATE,POLYQUATERNIUM-10,SALICYLIC ACID,LIMONENE,CAMELLIA SINENSIS LEAF EXTRACT,LINALOOL,BENZYL ALCOHOL,PROPYLENE GLYCOL,ISOPROPYL ALCOHOL,CAPRYLOYL GLYCINE,PYRUS MALUS FRUIT EXTRACT / APPLE FRUIT EXTRACT,CARBOMER,PYRIDOXINE HCl,CITRUS LIMON PEEL EXTRACT / LEMON PEEL EXTRACT,POTASSIUM SORBATE,LEUCONOSTOC/RADISH ROOT FERMENT FILTRATE,HEXYLENE GLYCOL,HEXYL CINNAMAL,AMYL CINNAMAL,PARFUM / FRAGRANCE,(F.I.L. C194934/1),,,,,,,,,,,,,,,,,,,,,,
4001638075107,Weleda 2in1 Shampoo & Body Wash Lima Chispeante,150,Cuidado Personal;Cuidado del Cabello;Shampoo,,17,Water,Sesamum Indicum Seed Oil,Glycerin,Coco-Glucoside,Alcohol,Disodium Cocoyl Glutamate,Carrageenan,Citrus Aurantifolia Peel Oil,Calendula Officinalis Flower Extract,Xanthan Gum,Lactic Acid,Sodium Cocoyl Glutamate,Fragrance (Aceites esenciales naturales),Limonene,Linalool,Benzyl Benzoate,Citral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80466444,Desodorante roll on Dove original,50,Cuidado Personal;Cuidado Corporal;Desodorantes,,20,Aqua,Aluminum Chlorohydrate,Glycerin,Helianthus Annuus Seed Oil,Steareth-2,Parfum,Steareth-20,Citric Acid,Potassium Lactate,Alpha-Isomethyl Ionone,Benzyl Alcohol,Benzyl Benzoate,Benzyl Salicylate,Butylphenyl Methylpropional,Citronellol,Geraniol,Hexyl Cinnamal,Hydroxycitronellal,Limonene,Linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001638099394,Weleda Rosa Mosqueta Aceite Corporal Sedoso,100,Cuidado Personal;Cuidado Corporal;Lociones Corporales,,14,Simmondsia Chinensis Seed Oil,Prunus Amygdalus Dulcis Oil,Rosa Moschata Seed Oil,Rosa Damascena Flower Oil,Fragance (aceite escencial natural),Limonene,Linalool,Citronellol,Benzyl Alcohol,Benzyl Benzoate,Geraniol,Citral,Eugenol,Farnesol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78936515,Desodorante roll on Simple Invisible,50,Cuidado Personal;Cuidado Corporal;Desodorantes,,8,Aqua,Aluminum Zirconium Pentachlorohydrate,Glycerin,Helianthus Annuus Seed Oil,Steareth-2,Steareth-20,Disodium Edta,Pentaerythrityl Tetra-Di-T Butyl Hydroxyhydrocinnamate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Weleda Crema de Día Alisante,30,Cuidado Personal;Cuidado Facial;Antiarrugas,,28,Water,Prunus Persica Kernel Oil,Alcohol,Simmondsia Chinensis Seed Oil,Glycerin,Rosa Moschata Seed Oil,Glyceryl Oleate,Copernicia Cerifera Wax,Cera Flava,Magnesium Aluminum Silicate,Fragrance (aceites naturales escenciales),Sedum Purpureum Extract,Rosa Damascena Flower Wax,Prunus Amygdalus Dulcis Fruit Extract,Equisetum Arvense Extract,Commiphora Myrrah Extract,Xanthan Gum,Chondrus Crispus Extract,Glyceryl Stearate SE,Sodium Beeswax,Limonene,Linalool,Citronellol,Benzyl Alcohol,Geraniol,Citral,Eugenol,Farnesol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282779003131,Avéne Agua Termal,300,Cuidado Personal;Cuidado Corporal;Lociones Corporales,,2,Avene Thermal Sping Water,Nitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337872413025,La Roche Posay Effaclar Mat hidrarante,40,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,24,AQUA / WATER,GLYCERIN,DIMETHICONE,ISOCETYL STEARATE,Alcohol Denat,SILICA,DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER,ACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE COPOLYMER,METHYL METHACRYLATE CROSSPOLYMER,BUTYLENE GLYCOL,PEG-100 STEARATE,COCAMIDE MEA,SARCOSINE,GLYCERYL STEARATE,TRIETHANOLAMINE,ISOHEXADECANE,PERLITE,CAPRYLOYL SALICYLIC ACID,TETRASODIUM EDTA,PENTYLENE GLYCOL,POLYSORBATE 80,ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER,SALICYLIC ACID,PARFUM / FRAGRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524517683001,Punk Bouquet Body Scrub Bath & Body,250,Cuidado Personal;Cuidado Corporal;Jabones,,19,Sucrose,Sodium Laureth Sulfate,Aqua (Water),Propylene Glycol,Parfum (Fragrance),Glyceryl Stearate,PEG-100 Stearate,Hydrated Silica,Cocamide MEA,Limnanthes Alba (Meadowfoam) Seed Oil,Butyl Methoxydibenzoylmethane,Ethylhexyl Methoxycinnamate,Ethylhexyl Salicylate,Phenoxyethanol,Butylphenyl Methylpropional,Benzyl Salicylate,Benzyl Alcohol,Limonene,CI 16035 (Red 40),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8718951192683,Colgate Plax Soft Mint,250,Cuidado Personal;Cuidado Oral;Enjuague Bucal,,13,Aqua,Glycerin,Propylene glycol,Sorbitol,Poloxamer 407,Aroma,Cetylpyridinium Chloride,Potassium sorbate,Sodium fluoride,Menthol,Sodium saccharin,CI 19140,CI 42051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50440542,Simple Facial Wash Kind to Skin Moisturising,50,Cuidado Personal;Cuidado Facial;Limpieza Facial,,23,Aqua,Sodium Laureth Sulfate,Decyl Glucoside,Cocamidopropyl Betaine,Glycerin,PEG-55 Propylene Glycol Oleate,Propylene Glycol,Sodium Chloride,PEG-7 Glyceryl Cocoate,Benzoic Acid,Bisabolol,Cocamide MEA,Disodium EDTA,Glycol Distearate,Hydroxypropyl Cyclodextrin,Iodopropynyl Butylcarbamate,Laureth-10,Panthenol,Pantolactone,Phenoxyethanol,Polyquaternium-39,Sodium Benzoate,Tocopheryl Acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7891010669843,Johnson's Baby Jabón glicerinado,80,Cuidado del Bebé;Para el Baño,,21,Sodium Tallowate,Aqua,Glycerin,Sucrose,Sodium Palm Kernelate,Parfum,Alpha-Isomethyl Ionone,Benzyl Benzoate,Benzyl Cinnamate,Cinnamyl Alcohol,Citronellol,Coumarin,Geraniol,Hydroxycitronellal,Stearic Acid,Triethanolamine,Honey,Tocopheryl Acetate,Tetrasodium EDTA,Etidronic Acid,CI 14700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7798120265814,CAVIAHUE gel exfoliante facial,100,Cuidado Personal;Cuidado Facial;Exfoliante,,9,Aqua,High density polyethylene,Coco-betaine,Hydroxyethyl cellulose,Thermal water,Benzyl alcohol,Silica,Potassium sorbate,Benzalkonium chloride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4743318182940,Organic Shop Lavish Avocado and honey shampoo,280,Cuidado Personal;Cuidado del Cabello;Shampoo,,16,Aqua,Sodium Coco-Sulfate,Decyl Glucoside,Cocamidopropyl Betaine,Honey,Persea gratissima oil,Prunus persica fruit extract,Helianthus annuus seed oil,Rubus chamaemorus fruit extract,Glycerin,guar hydroxypropyltrimonium chloride,benzyl alcohol,sodium benzoate,potassium sorbate,citric acid,parfum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,The Chemist Look Hidratante Piel Mixta,120ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,29,Water,Cyclomethicone,Dimethicone Crosspolymer,Cyclopentasiloxane,Lecithin,Chondrus Crispus,Ceramide NP,Dimethiconol,Polyacrylamide,C13-14 Isoparaffin,Laureth-7,Hyaluronic Acid,Sodium PCA,Glucose,Urea,Glutamic Acid,Lysine,Glycine,Allantoin,Lactic Acid,Glyceryl Linolenate,Glycerin,Hydrolyzed Caesalpinia Spinosa Gum,Caesalpinia Spinosa Gum,Prunus Amygdalus Dulcis Oil,Persea Gratissima Oil,Phenoxyethanol,Ethylhexylglycerin,Xantham Gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7506295302292,Shampoo Herbal Essences Pelo suave e hidratado hidradisíaco,300ml,Cuidado Personal;Cuidado del Cabello;Shampoo,0% Parabenos y parafina,26,Aqua,Sodium laureth sulfate,sodium lauryl sulfate,glycol distearate,sodium citrate,cocamide mea,sodium xylenesulfonate,dimethicone,cocamidopropyl betaine,parfum,citric acid,sodium benzoate,guar hydroxypropyltrimonium chloride,sodium chloride,tetrasodium edta,hexyl cinnamal,linalool,limonene,citronellol,geraniol,zea mays silk extract,orchis mascula flower extract,cocos nucifera fruit extract,CI 42090,methychloroisothiazolinone,methylisothiazolinone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7501065904522,Acondicionador Herbal Essences Pelo suave e hidratado hidradisíaco,300ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,0% Parabenos Sal* parafina,19,aqua,steryl alcohol,behentrimonium methosulfate,cetyl alcohol,bis-aminopropyl dimethicone,Parfum,benzyl alcohol,dicetyldimonium chloride,disodium edta,hexyl cinnamal,linalool,limonene,citronellol,zea mays silk extract,orchis mascula flower extract,cocos nucifera fruit extract,methylchloroisothiazolinone,CI 42090,methylisothiazolinone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005900399946,Nivea Loción Corporal Vainilla y Aceite de Almendras,400ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,20,Aqua,Glycerin,Isopropyl Palmitate,Alcohol Denat,Glycerin Stearate SE,cetearyl alcohol,prunus amygdalus dulcis oil,dimethicone,carbomer,sodium cetearyl sulfate,sodium hydroxide,trisodium EDTA,phenoxyethanol,linalool,limonene,citronellol,benzyl alcohol,geraniol,alpha-isomethyl ionone,parfum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7702010420320,Protex Jabón Líquido Aloe,221ml,Cuidado Personal;Cuidado Corporal;Jabones,,20,aqua,sodium laureth sulfate,cocamidopropyl betaine,lactic acid,sodium chloride,sodium benzoate,cocamide MEA,parfum,tetrasodium EDTA,sodium hydroxide,glycerin,camellia sinensis leaf extract,aloe barbadensis leaf extract,yellow 5 (CI 19140),green 5 (CI61570),butylphenyl methylpropional,hexyl cinnamai,linalool,limonene,alpha-isomethyl ionone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Mascarilla Intensiva Argan Oil Herbal Essences,300ml,Cuidado Personal;Cuidado del Cabello;Tratamiento Capilar,0% Parabenos Sal* parafina cruelty free,15,AQUA,BIS-AMINOPROPYL DIMETHICONE,STEARYL ALCOHOL,BEHENTRIMONIUM METHOSULFATE,CETYL ALCOHOL,PARFUM,BENZYL ALCOHOL,DICETYLDIMONIUM CHLORIDE,DISODIUM EDTA,CITRIC ACID,LIMONENE,ALOE BARBADENSIS LEAF JUICE,METHYLCHLOROISOTHIAZOLINONE,METHYLISOTHIAZOLINONE,ECKLONIA RADIATA EXTRACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005900620552,Jabón Nivea,125gr,Cuidado Personal;Cuidado Corporal;Jabones,,17,Sodium Tallowate,Aqua,Sodium Cocoate,Glycerin,Parfum,Butyrospermum Parkii Butter,prunus amygdalus dulcis oil,Octyldodecanol,Polyquaternium-6,Tetrasodium Etidronate,LIMONENE,CI 77891,Sodium Chloride,Disteardimonium Hectorite,BHT,Sodium Thiosulfate,Tetrasodium EDTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8717163953051,Toallitas húmedas biodegradables Baby Dove,75 unidades,Cuidado del Bebé;Para Antes o Después del Baño,Cruelty free,8,Aqua,Glycerin,Sodium Benzoate,PEG-40 Hydrogenated Castor Oil,Citric Acid,Zinc Sulfate,Disodium EDTA,Propulene Glycol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782126200112,Toallitas para bebé Natracare,50 unidades,Cuidado del Bebé;Para Antes o Después del Baño,Organicas Vegetarianas,27,Aqua,Brassica Campestris Seed Oil,Glycerin,Lauryl Glucoside,Polyglyceryl-2-dipolyhydroxystearate,Prunus Armeniaca Kernel Oil (Albaricoque),Levulinic Acid,Citrus Dulcis Extract,Amyris Balsamifera Bark Oil,Coriandrum Sativum Fruit Oil,Juniperus Virginiana,Citrus Bergamia Peel Oil Expressed,Citrus Amara,Piper Nigrum Oil,Sodium Levulinate,Sodium Chloride,Chamomilla Recutita Flower Extract,Maltodextrin,Prunus Amygdalus Dulcis Oil,Tocopherol,Helianthus Annuus Seed Oil,Potassium Sorbate,Glyceryl Oleate,Dicapryl Carbonate,Sodium Phytate,Limonene,Linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4743318166742,Mascarilla Capilar Reparadora Express Miel y aguacate Organic Shop,250ml,Cuidado Personal;Cuidado del Cabello;Tratamiento Capilar,,20,Aqua,Cetearyl Alcohol,Distearoylethyl Dimonium Chloride,Cocos Nucifera Oil,Glycerin,Mel,Persea Gratissima Oil,Helianthus Annuus Seed Oil,Rubus Chamaemorus Fruit Extract,Prunus Persica Fruit Extract,Guar Hydroxypropyltrimonium Chloride,Parfum,Citric Acid,Benzyl Alcohol,Benzoic Acid,Sorbic Acid,Sodium Benzoate,Potassium Sorbate,CI 77492,CI 77288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4017645039643,Aceite desmaquillante ojos Logona,125ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,Vegano,10,Glycine Soja Oil,Ricinus Communis Seed Oil,Polyglyceryl-3 Polyricinoleate,Prunus Amygdalus Dulcis Oil,Aloe Barbadensis Leaf Extract,Rosa Canina Fruit Oil,Simmondsia Chinensis Seed Oil,Canola Oil,Tocopherol,Helianthus Annuus Seed Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517360010572,Agua Micelar Aloe Dermo - Piel sensible SO'BIO étic,500ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,,13,Aqua,Anthemis Nobilis Flower Water,Glycerin,Polyglyceryl-4 Caprate,Sodium Levulinate,Lactobacillus Ferment,Rosa Damascena Flower Water,Sodium Benzoate,Parfum,Sodium Hydroxide,Lactic Acid,Bisabolol,Aloe Barbadensis Leaf Juice Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8420649500198,Agua Micelar Limpiadora ARMONIA,300ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,Vegano,15,AQUA,ALOE BARBADENSIS,SAMBUCUS NIGRA DISTILLATE,POTASSIUM SORBATE,SODIUM BENZOATE,CITRIC ACID,SODIUM LEVULINATE,CAPRYLOYL GLYCINE,CAPRYLIC CAPRIC GLUCOSIDE,POTASSIUM HYDROXIDE,POSTASSIUM CITRATE,FRAGANCE,CITRAL,LIMONENE,LINALOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7891024041628,Crema Dental Colgate Sesitive Pro-Alivio Inmediato,60ml,Cuidado Personal;Cuidado Oral;Crema Dental,"Ingredientes Activos: Arginine 8%, Sodium Monofluorophosphste 1.1%",15,Aqua,Calcium Carbonate,Sorbitol,Arginine Bicarbonate,Sodium Lauryl Sulfate,Aroma,Sodium Monofluorophosphate,Cellulose Gum,Sodium Bicarbonate,CI 77891,Tetrasodium Pyrophosphate,Sodium Saccharin,Benzyl Alcohol,Xanthan Gum,Limonene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8710447442456,Exfoliante facial manteca de muru muru & rosa Petal Polish Love Beauty & Planet,125ml,Cuidado Personal;Cuidado Corporal;Exfoliante,"Envase reciclable, Vegano",22,Aqua,Vegetable Oil,Coco-Glucoside,Oryza Sativa Germ Powder,Hydrated Silica,Acrylates Copolymer,Acrylates/C10-30 Alkyl Acrylate Crosspol,Astrocaryum Murumuru Seed Butter,Disodium EDTA,Hydroxypropyl Cyclodextrin,Iodopropynyl Butylcarbamate,Panthenol,Pantolactone,Parfum,Phenoxyethanol,Rosa Damascena Flower Extract,Sodium Hydroxide,Sodium Sulfate,Tocopheryl Acetate,Benzyl Alcohol,Benzyl Salicylate,Linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001638086875,Fluido alisante de Rosa de Mosqueta Weleda,30ml,Cuidado Personal;Cuidado Facial;Hidratantes,,27,Water (Aqua),Alcohol,Simmondsia Chinensis Seed Oil,"Pru­nus Persica Kernel Oil,",Glycerin,Rosa Moschata Seed Oil,Glyceryl Oleate,Co­pernicia Cerifera Wax,Beeswax,Magne­sium Aluminum Silicate,Fragrance,Sedum Purpureum Ex­tract,Rosa Damascena Flower Wax,Equise­tum Arvense Extract,Commiphora Myrrha Extract,Xanthan Gum,Chondrus Crispus,Glyceryl Stearate SE,Sodium Beeswax,Limonene,Li­nalool,Citronellol,Benzyl Alcohol,Gera­niol,Citral,Eugenol,Farnesol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8436560112518,Botanical Crema facial Hidratante Reparadora Higo chumbo Alcaparra Olivo,75ml,Cuidado Personal;Cuidado Facial;Hidratantes,Certificados: BDIH,32,Aqua,Aloe Barbadensis Leaf Juice,Prunus Amygdalus Dulcis Oil,Glyceryl Stearate,Dicaprylyl Carbonate,Oryza Sativa Starch,Glycerin,Sucrose Polystearate,Ethylexyl Stearate,Cetearyl Alcohol,Isoamyl laurate,Olus Oil,Capparis Spinosa Fruit Extract,Opuntia Ficus-Indica Stem Extract,Olea Europaea Leaf Extract,Euphorbia Cerifera Wax,Tocopherol,Hydrogenated vegetable Oil,Sodium Stearoyl Glutamate,Xanthan Gum,Cetyl Palmitate,Maltodextrin,Sodium Gluconate,Sorbitol,Benzoic Acid,Sodium PCA,Sodium Lactate,Caprilyl Glycol,Dehydroacetic Acid,Citric Acid,Benzyl Alcohol,Parfum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433422406629,La Roche-Posay Anthelios Gel Crema Autobronceador,100ml,Cuidado Personal;Cuidado Corporal;Bronceadores,,22,AQUA / WATER,DIMETHICONE,GLYCERIN,DIHYDROXYACETONE,C12-15 ALKYL BENZOATE,ISOHEXADECANE,ARACHIDYL ALCOHOL,PEG-100 STEARATE,DI-C12-13 ALKYL TARTRATE,GLYCERYL STEARATE,ARACHIDYL GLUCOSIDE,BEHENYL ALCOHOL,C13-14 ISOPARAFFIN,CAPRYLYL GLYCOL,CITRIC ACID,DISODIUM EDTA,LAURETH-7,PENTASODIUM ETHYLENEDIAMINE TETRAMETHYLENE PHOSPHONATE,PHENOXYETHANOL,POLYACRYLAMIDE,THERMUS THERMOPHILLUS FERMENT,PARFUM / FRAGRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001638091015,Crema de Noche reafirmante de Granada Weleda,30ml,Cuidado Personal;Cuidado Facial;Hidratantes,,20,Water,Sesamum Indicum Seed Oil,Helianthus Annuus (Sunflower) Seed Oil,Alcohol,Butyrospermum Parkii,Glyceryl Stearate SE,Triticum Vulgare Germ Oil,Punica Granatum Seed Oil,Borago Officinalis Seed Oil,Argania Spinosa Kernel Oil,Panicum Miliaceum Seed Extract,Helianthus Annuus Petal Extract,Tapioca Starch,Xanthan Gum,Parfum,Limonene,Linalool,Geraniol,Citral,Coumarin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4025089085201,Loción corporal aloe y açai Sante,500ml,Cuidado Personal;Cuidado Corporal;Hidratantes,Cosmético ecológico certificado por BDIH,22,Aqua,Alcohol Denat,Glycerin,Glycine Soja Oil,Glyceryl Stearate Citrate,Butyrospermum parkii Butter,Vitis vinifera Seed Oil,Prunus amygdalus Dulcis Oil,Aloe barbadensis Leaf Juice,Isoamyl Laurate,Xanthan Gum,Parfum,Tocopherol,Sodium Lactate,Euterpe oleracea Pulp Powder,Helianthus annuus Seed Oil,Lactic Acid,PCA Ethyl Cocoyl Arginate,Linalool,Limonene,Geraniol,Eugenol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7909189077649,Avon Care restauración de aceite y coco Crema de Manos,75gr,Cuidado Personal;Cuidado Facial;Hidratantes,,15,Aqua,Glyceryl stearate SE,Parafinum Liquidum,Glycerin,CETYL ALCOHOL,Dimethicone,Phenoxyethanol,Parfum,Disodium EDTA,Caprylyl Glycol,Carbomer,Potassium Hydroxide,Polyglyceryl-3 Caprylate,Tocopheryl Acetate,Cocos Nucifera Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600541744523,Garnier SkinActive Agua Micelar en Aceite/Óleo,400ml,Cuidado Personal;Cuidado Corporal;Lociones Corporales,,23,Aqua / WATER,CYCLOPENTASILOXANE,Isohexadecane,Argania Spinosa Oil / Argania Spinosa Kernel Oil,Benzyl Alcohol,Benzyl Salicylate,Butyl Methoxydibenzoylmethane,CI 60725 / Violet 2,Decyl Glucoside,Dipotassium Phosphate,Disodium EDTA,Ethylhexyl Methoxycinnamate,Ethylhexyl Salicylate,Glycol,Haematococcus Pluvialis / Haematococcus Pluvialis Extract,hexylene glycol,Limonene,Linalool,Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate,Plyaminopropyl Biguanide,Potassium Phosphate,Sodium Chloride,Parfum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600541594937,Garnier SkinActive Pure Active Agua Micelar Todo en 1,400ml,Cuidado Personal;Cuidado Corporal;Lociones Corporales,,8,Aqua / WATER,Hexylene Glycol,Glycerin,Alcohol Denat,Poloxamer 184,Disodium Cocoamphodiacetate,Disodium EDTA,Myrtrimonium Bromide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7704335586,St. Ives Gentle Smoothing Oatmeal Scrub & Mask,170gr,Cuidado Personal;Cuidado Facial;Exfoliante,Paraben Free Oil Free,19,Water,Glycerin,Juglans Regia Shell Powder,Sodium Methyl 2-Sulfolaurate,Decyl Glucoside,Acrylates Copolymer,Acrylates/Palmeth-25 Acrylate Copolymer,Cocamidopropyl Betaine,Disodium 2-Sulfolaurate,Phenoxyethanol,Colloidal Oatmeal,Cocamidopropyl PG-Dimonium Chloride Phosphate,Fragrance,Disodium EDTA,Polyacrylamide,Iodopropynyl Butylcarbamate,Avena Sativa Meal Extract,Hexyl Cinnamal,Titanium Dioxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,REFRESHING BODY WASH ROSE WATER AND ALOE VERA,473ml,Cuidado Personal;Cuidado Facial;Hidratantes,Cruelty free Paraben Free Recycled plastic bottle,20,Water,Sodium Laureth Sulfate,Sodium Chloride,Cocamide MEA,Fragrance,Citric Acid,Sodium Benzoate,Tetrasodium EDTA,Glycerin,PPG-9,Aloe Barbadensis Leaf Juice,Rosa Damascena Flower Extract,Benzyl Alcohol,Citronellol,Geraniol,Hexyl Cinnamal,Limonene,Linalool,CI 17200,CI 19140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42231509,Nivea Gel Limpiador Facial Equilibrante,150ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,,21,Aqua,Glycerin,sodium laureth sulfate,Coco-Glucoside,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Cellulose,Microcrystalline Cellulose,PEG-7 Glyceryl Cocoate,Sodium Benzoate,Parfum,Lactose,Sodium Hydroxide,PEG-40 Hydroxypropyl Methylcellulose,Glyceryl Glucoside,BHT,Tocopheryl Acetate,Fucus Vesiculosus Extract,CI 47005,CI 42090,,Geraniol,Benzyl alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7909189079070,Avon Care Hidratación 3 en 1 Locion Facial,90ml,Cuidado Personal;Cuidado Facial;Hidratantes,,12,Aqua,Glycerin,Cetyl Alcohol,Methylparaben,Disodium EDTA,Parfum,Sodium Citrate,Tocopheryl Acetate,Thiodipropionic Acid,Cereus Grandiflorus flower Extract,Aloe Barbadensis Leaf Juice,zingiber officinale root extract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7909189148080,Avon Care Banana Revitalizante Mascarilla Facial,75gr,Cuidado Personal;Cuidado Facial;Limpieza Facial,,18,Aqua,Glycerin,Butylene Glycol,Triethanolamine,Carbomer,Zea Mays Starch,Parfum,Imidazolidinyl Urea,Disodium EDTA,Methylparaben,Hydroxyethylcellulose,Tocopheryl Acetate,Hydrolyzed Milk Protein,Phosphoric Acid,Alcohol,CI 19140,Musa Sapientum Fruit Extract,CI 17200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
